id,text,category,author,model,nation,gender,race,mean_sen_len,sentiment,TTR,lex_density,NN,VB,JJ
4905,"We used to have such happy times together before we were grown up, I don't like to be so separated now. But if it is not best, I'm sorry that I even looked a wish."" Sylvia tried to keep both disappointment and desire out of her voice as she spoke, though a most intense longing had taken possession of her when she heard of a projected pleasure so entirely after her own heart. But there was an unconscious reproach in her last words, a mute appeal in the wistful eyes that looked across the glittering bay to the green hills beyond. Now, Mark was both fond and proud of the young sister, who, while he was studying art abroad, had studied nature at home, till the wayward but winning child had bloomed into a most attractive girl.",authentic,alcott,authentic,American,female,white,27.8,0.9870710372924804,0.7445255474452555,0.5912408759124088,0.1678832116788321,0.0218978102189781,0.1167883211678832
7284,"Half the boys in town would give a great deal to be able to ride and run and leap as you do; and even the oldest are not as capable of taking care of themselves as you are. Your active life has done much in some ways to make a man of you; but in other ways it was bad, as I think you begin to see. Now, suppose you try to forget the harmful part, and remember only the good, while learning to be more like our boys, who go to school and church, and fit themselves to become industrious, honest men.""",authentic,alcott,authentic,American,female,white,34.333333333333336,-0.9942463636398317,0.6893203883495146,0.5533980582524272,0.087378640776699,0.1262135922330097,0.1067961165048543
5598,"As he spoke, Tom slowly picked himself and steadying himself by Polly's shoulder, issued commands, and the procession fell into line. First, the big dog, barking at intervals; then the good-natured Irishman, trundling ""that divil of a whirligig,"" as he disrespectfully called the idolized velocipede; then the wounded hero, supported by the helpful Polly; and Maud brought up the rear in tears, bearing Tom's cap. Unfortunately, Mrs. Shaw was out driving with grandma, and Fanny was making calls; so that there was no one but Polly to stand by Tom, for the parlor-maid turned faint at the sight of blood, and the chamber-maid lost her wits in the flurry. It was a bad cut, and must be sewed up at once, the doctor said, as soon as he came. ""Somebody must hold his head;"" he added, as he threaded his queer little needle.",authentic,alcott,authentic,American,female,white,29.0,-0.9935942888259888,0.6834532374100719,0.5683453237410072,0.1798561151079136,0.0287769784172661,0.0719424460431654
6712,"You are right about Charlie, both as to the principles and the fascination: Steve admires him exceedingly, and always from a boy liked to imitate his pleasant ways. Some of them are very harmless and do Steve good, but some are not. I needn't talk about it, only you must show your boy that you depend on him to keep out of harm, and help him do it."" ""I will, I will! and then perhaps, when he is a perfect model, Charlie will imitate him. I really begin to feel as if I had a great deal to do,"" and Kitty looked as if she was beginning to like it also. ""We all have; and the sooner we go to work the better for us and those we love.",authentic,alcott,authentic,American,female,white,18.571428571428573,0.9990451335906982,0.6356589147286822,0.4883720930232558,0.0852713178294573,0.1240310077519379,0.0542635658914728
74,"""I defy the Scotch witch to enchant me, except with her music,"" he added, moving down the terrace again, for Jean was singing like a nightingale. As the song ended, he put aside the curtain, and said, abruptly, ""Has anyone any commands for London? I am going there tomorrow."" ""A pleasant trip to you,"" said Ned carelessly, though usually his brother's movements interested him extremely. ""I want quantities of things, but I must ask Mamma first."" And Bella began to make a list. ""May I trouble you with a letter, Mr. Coventry?"" Jean Muir turned around on the music stool and looked at him with the cold keen glance which always puzzled him. He bowed, saying, as if to them all, ""I shall be off by the early train, so you must give me your orders tonight."" ""Then come away, Ned, and leave Jean to write her letter.""",authentic,alcott,authentic,American,female,white,13.545454545454543,0.938273012638092,0.7297297297297297,0.5675675675675675,0.2027027027027027,0.054054054054054,0.0337837837837837
5564,"She had been much amazed, only the day before, to hear Maud say to her mother, ""Mamma, must I have a beau? The girls all do, and say I ought to have Fweddy Lovell; but I don't like him as well as Hawry Fiske."" ""Oh, yes; I'd have a little sweetheart, dear, it's so cunning,"" answered Mrs. Shaw. And Maud announced soon after that she was engaged to ""Fweddy,'cause Hawry slapped her"" when she proposed the match. Polly laughed with the rest at the time; but when she thought of it afterward, and wondered what her own mother would have said, if little Kitty had put such a question, she did n't find it cunning or funny, but ridiculous and unnatural.",authentic,alcott,authentic,American,female,white,25.0,-0.9156652688980104,0.6722689075630253,0.5882352941176471,0.1428571428571428,0.0756302521008403,0.0504201680672268
2109,"As the guests were still chattering on the front piazza they retired to the back, and Ted soothed his remorseful soul by swinging Rob in the hammock, while Nan told stories till the dog man arrived. He said Don was a little under the weather, but no more mad than the grey kitten that purred round his legs while the examination went on. 'He wants his master, and feels the heat. Fed too well, perhaps. I'll keep him a few weeks and send him home all right,' said Dr Watkins, as Don laid his great head in his hand, and kept his intelligent eyes on his face, evidently feeling that this man understood his trials, and knew what to do for him. So Don departed without a murmur, and our three conspirators took counsel together how to spare the family all anxiety, and give Rob the rest his leg demanded.",authentic,alcott,authentic,American,female,white,25.166666666666668,0.9735291600227356,0.7181208053691275,0.5704697986577181,0.1879194630872483,0.0268456375838926,0.0536912751677852
1947,"asked the stranger, looking up with a pair of black eyes full of laughter, the flash of white teeth through a long beard, and both hands out as he boldly approached the irate lady. Mrs Jo gave one keen look, for the voice was familiar; then completed Mary's bewilderment by throwing both arms round the brigand's neck, exclaiming joyfully: 'My dearest boy, where did you come from?' 'California, on purpose to see you, Mother Bhaer. Now won't you be sorry if I go away?' answered Dan, with a hearty kiss. 'To think of my ordering you out of the house when I've been longing to see you for a year,' laughed Mrs Jo, and she went down to have a good talk with her returned wanderer, who enjoyed the joke immensely. Chapter 4.",authentic,alcott,authentic,American,female,white,19.571428571428573,0.9988667368888856,0.7674418604651163,0.5968992248062015,0.2248062015503876,0.0387596899224806,0.0930232558139534
6980,"It was as she suspected: Paul was a gentleman's son, but misfortune had robbed him of home, friends, and parents, and thrown him upon the world to shift for himself. This sad story touched the woman's heart, and the boy's manly spirit won respect. She had lost a son years ago, and her empty heart yearned over the motherless lad. Ashamed to confess the tender feeling, she wore her usual severe manner to him in public, but in private softened wonderfully and enjoyed the boy's regard heartily. ""Paul, come in. I want to speak with you a moment,"" said my lady, from the long window of the library to the boy who was training vines outside. Dropping his tools and pulling off his hat, Paul obeyed, looking a little anxious, for the month of trial expired that day. Lady Trevlyn saw and answered the look with a gracious smile.",authentic,alcott,authentic,American,female,white,19.125,0.9990955591201782,0.6845637583892618,0.5771812080536913,0.2483221476510067,0.0268456375838926,0.0738255033557047
3310,"It ain't no use tryin' to picter the noise and hurry, and general horridness of a battle to you young fellers, for I ain't no words to do it in; but I'm free to confess that I got so sort of confused and upset at the fust on it, that I didn't know what I was about. We was ordered to charge, and went ahead like good ones, never stoppin' to pick up them that went down in the scrimmage. I got a shot in the arm, and was pitched out of the saddle don't know how, but there I was left behind with two or three others, dead and wounded, for the rest went on, as I say. Wal, I picked myself up and looked round for Major, feeling as ef I'd had about enough for that spell.",authentic,alcott,authentic,American,female,white,36.25,0.2963837087154388,0.6187050359712231,0.5323741007194245,0.1726618705035971,0.0503597122302158,0.0719424460431654
4498,"He was handsomer than ever and greatly improved, she thought, but now that the flush of pleasure at meeting her was over, he looked tired and spiritlessâ€”not sick, nor exactly unhappy, but older and graver than a year or two of prosperous life should have made him. She couldnâ€™t understand it and did not venture to ask questions, so she shook her head and touched up her ponies, as the procession wound away across the arches of the Paglioni bridge and vanished in the church. â€œQue pensez-vous?â€ she said, airing her French, which had improved in quantity, if not in quality, since she came abroad. â€œThat mademoiselle has made good use of her time, and the result is charming,â€ replied Laurie, bowing with his hand on his heart and an admiring look.",authentic,alcott,authentic,American,female,white,34.0,0.986675500869751,0.734375,0.53125,0.1640625,0.015625,0.0625
7816,"St. George was a comely young actor who usually played loversâ€™ parts with Christie, and played them very well, too, being possessed of much talent, and a gentleman. They had never thought of falling in love with each other, though St. George wooed and won Christie night after night in vaudeville and farce. But it was very easy to imagine that so much mock passion had a basis of truth, and Lucy evidently tormented herself with this belief. â€œWhy didnâ€™t you choose Juliet: St. George would do Romeo so well?â€ said Lucy, with a sneer. â€œNo, that is beyond me. Kent says Shakespeare will never be my line, and I believe him. I should think youâ€™d be satisfied with â€˜Masks and Faces,â€™ for you know Mabel gets her husband safely back in the end,â€ answered Christie, watching the effect of her words. â€œAs if I wanted the man!",authentic,alcott,authentic,American,female,white,18.875,-0.7921714782714844,0.7101449275362319,0.6231884057971014,0.2028985507246377,0.0507246376811594,0.072463768115942
8343,"I want a secretary to put my papers in order, write some of my letters, and do a thousand things to help a busy man. My old housekeeper likes you, and will let you take a duster now and then if you donâ€™t find enough other work to do. When can you come?â€  Christie answered with a long breath of satisfaction: â€œTo-morrow, if you like.â€  â€œI do: can you be spared so soon?â€  â€œOh, yes! they donâ€™t want me now at all, or I would not leave them. Kitty can take my place: she needs protection more than I; and there is not room for two.â€ She checked herself there, conscious that a tone of bitterness had crept into her voice. Then quite steadily she added:  â€œWill you be kind enough to write, and ask Mrs. Sterling if she can spare me?",authentic,alcott,authentic,American,female,white,24.0,0.9403085708618164,0.6616541353383458,0.5488721804511278,0.1428571428571428,0.1052631578947368,0.0451127819548872
6950,"""You shall live the poetry, and I will write it; so my little gift will celebrate your greater one."" ""No: you shall have all the fame, and I'll be content to be known only as the poet's wife."" ""And I'll be proud to own that my best inspiration comes from the beneficent life of a sweet and noble woman."" ""O Mac! we'll work together, and try to make the world better by the music and the love we leave behind us when we go."" ""Please God, we will!"" he answered fervently; and, looking at her as she stood there in the spring sunshine, glowing with the tender happiness, high hopes, and earnest purposes that make life beautiful and sacred, he felt that now the last leaf had folded back, the golden heart lay open to the light, and his Rose had bloomed.",authentic,alcott,authentic,American,female,white,20.857142857142858,0.9995275735855104,0.704225352112676,0.5492957746478874,0.1830985915492957,0.0704225352112676,0.0845070422535211
5199,"He did not see the ring; he thought she gave him all he asked, and with a glow of gratitude extended both his own to take it. Then she saw that delay was worse than weak, and though she trembled she spoke out bravely ending his suspense at once. ""Adam, I do _not_ love you as I did, nor can I wish or try to bring it back, because--I am married."" He sprung up as if shot through the heart, nor could a veritable bullet from her hand have daunted him with a more intense dismay than those three words. An instant's incredulity, then conviction came to him, and he met it like a man, for though his face whitened and his eye burned with an expression that wrung her heart, he demanded steadily,--  ""To whom?""",authentic,alcott,authentic,American,female,white,28.0,0.931520938873291,0.7058823529411765,0.4852941176470588,0.1323529411764706,0.0441176470588235,0.0514705882352941
7574,"Of course there was an enthusiastic clapping when Miss Celia sat down, but even while hands applauded, consciences pricked, and undone tasks, complaining words and sour faces seemed to rise up reproachfully before many of the children, as well as their own faults of elocution. ""Now we will sing,"" said Teacher, and a great clearing of throats ensued, but before a note could be uttered, the half-open door swung wide, and Sancho, with Ben's hat on, walked in upon his hind-legs, and stood with his paws meekly folded, while a voice from the entry sang rapidly,--      ""Benny had a little dog,     His fleece was white as snow,     And everywhere that Benny went,     The dog was sure to go.",authentic,alcott,authentic,American,female,white,60.0,0.9212952256202698,0.7672413793103449,0.603448275862069,0.1551724137931034,0.0258620689655172,0.1206896551724138
3081,"â€œTake your seats,â€ he said; and, when all were in their places, he added slowly, as his eye went from face to face with a grieved look, that was harder to bear than a storm of words,  â€œNow, boys, I shall ask each one of you a single question, and I want an honest answer. I am not going to try to frighten, bribe, or surprise the truth out of you, for every one of you have got a conscience, and know what it is for. Now is the time to undo the wrong done to Tommy, and set yourselves right before us all. I can forgive the yielding to sudden temptation much easier than I can deceit.",authentic,alcott,authentic,American,female,white,29.75,0.5436124205589294,0.7241379310344828,0.5086206896551724,0.146551724137931,0.1034482758620689,0.0344827586206896
7793,"Give your name to Mr. Tripp, and your mind to the business, and consider yourself engaged,â€â€”with which satisfactory remark the little man vanished like a ghost. â€œLucy, did you hear that impertinent â€˜my dearâ€™?â€ asked Christie, whose sense of propriety had received its first shock. â€œLord, child, all managers do it. They donâ€™t mean any thing; so be resigned, and thank your stars he didnâ€™t say â€˜loveâ€™ and â€˜darling,â€™ and kiss you, as old Vining used to,â€ was all the sympathy she got. Having obeyed orders, Lucy initiated her into the mysteries of the place, and then put her in a corner to look over the scenes in which she was to appear. Christie soon caught the idea of her part,â€”not a difficult matter, as there were but few ideas in the whole piece, after which she sat watching the arrival of the troop she was to lead.",authentic,alcott,authentic,American,female,white,26.166666666666668,0.7874406576156616,0.7092198581560284,0.5319148936170213,0.1560283687943262,0.0638297872340425,0.0567375886524822
850,"I will begin with you, Sunny Lock,â€ added she, turning to a lovely little Elf, who lay among the fragrant leaves of a primrose. With a gay smile, â€œSunny Lockâ€ began her story. â€œAs I was painting the bright petals of a blue bell, it told me this tale.â€     THE FROST-KING: OR, THE POWER OF LOVE. Three little Fairies sat in the fields eating their breakfast; each among the leaves of her favorite flower, Daisy, Primrose, and Violet, were happy as Elves need be. The morning wind gently rocked them to and fro, and the sun shone warmly down upon the dewy grass, where butterflies spread their gay wings, and bees with their deep voices sung among the flowers; while the little birds hopped merrily about to peep at them.",authentic,alcott,authentic,American,female,white,26.2,0.998872458934784,0.72,0.552,0.192,0.032,0.064
7108,"that's because we told her how we found the little window under the woodbine, and didn't try to go in, though we might have just as easy as not,"" cried Betty, appeased at once, for, after a ten years' acquaintance, she had grown used to Bab's peppery temper. ""I suppose the coach will be all dust and rats and spiders, but I don't care. You and the dolls can be the passengers, and I shall sit up in front drive."" ""You always do. I shall like riding better than being horse all the time, with that old wooden bit in my mouth, and you jerking my arms off,"" said poor Betty, who was tired of being horse continually. ""I guess we'd better go and get the water now,"" suggested Bab, feeling that it was not safe to encourage her sister in such complaints.",authentic,alcott,authentic,American,female,white,24.666666666666668,-0.977198600769043,0.6993006993006993,0.5734265734265734,0.1258741258741259,0.0979020979020979,0.0769230769230769
